Thickness (m),Diameter (m),Density (kN/m³),n,Pressure (MPa),Material,Alpha1,Bcon1,Ccon1
1.3575,9.05,18,22,10,Brick,0.35174,18,45
1.3575,9.05,18,24,10,Brick,0.35174,18,45
1.3575,9.05,18,26,10,Brick,0.35174,18,45
1.3575,9.05,18,28,10,Brick,0.35174,18,45
1.3575,9.05,18,30,10,Brick,0.35174,18,45
1.3575,9.05,18,32,10,Brick,0.35174,18,45
1.3575,9.05,18,34,10,Brick,0.35174,18,45
1.3575,9.05,18,36,10,Brick,0.35174,18,45
1.3575,9.05,18,38,10,Brick,0.35174,18,45
1.3575,9.05,18,40,10,Brick,0.35174,18,45
1.3575,9.05,18,42,10,Brick,0.35174,18,45
1.3575,9.05,18,44,10,Brick,0.35174,18,45
1.3575,9.05,18,46,10,Brick,0.35273,18,46
1.3575,9.05,18,48,10,Brick,0.36258,18,48
1.3575,9.05,18,50,10,Brick,0.38772,17,50
1.3575,9.05,18,52,10,Brick,0.43712,17,37
1.3575,9.05,18,54,10,Brick,0.43918,17,39
1.3575,9.05,18,56,10,Brick,0.43578,18,40
1.3575,9.05,18,58,10,Brick,0.43514,19,42
1.3575,9.05,18,60,10,Brick,0.43636,19,43
0.724,9.05,25,8,50,Stone,0.37227,2,7
0.724,9.05,25,10,50,Stone,0.35904,3,9
0.724,9.05,25,12,50,Stone,0.34429,3,10
0.724,9.05,25,14,50,Stone,0.33373,4,12
0.724,9.05,25,16,50,Stone,0.32531,4,13
0.724,9.05,25,18,50,Stone,0.31757,5,15
0.724,9.05,25,20,50,Stone,0.31167,5,17
0.724,9.05,25,22,50,Stone,0.30688,6,18
0.724,9.05,25,24,50,Stone,0.3022,6,20
0.724,9.05,25,26,50,Stone,0.29941,7,21
0.724,9.05,25,28,50,Stone,0.29555,7,23
0.724,9.05,25,30,50,Stone,0.29392,8,24
0.724,9.05,25,32,50,Stone,0.29064,8,26
0.724,9.05,25,34,50,Stone,0.28974,9,27
0.724,9.05,25,36,50,Stone,0.28688,9,29
0.724,9.05,25,38,50,Stone,0.28605,10,31
0.724,9.05,25,40,50,Stone,0.28392,10,32
0.724,9.05,25,42,50,Stone,0.28299,11,34
0.724,9.05,25,44,50,Stone,0.28153,11,35
0.724,9.05,25,46,50,Stone,0.28056,12,37
0.724,9.05,25,48,50,Stone,0.27955,12,38
0.724,9.05,25,50,50,Stone,0.27857,13,40
0.724,9.05,25,52,50,Stone,0.27779,13,42
0.724,9.05,25,54,50,Stone,0.27691,14,43
0.724,9.05,25,56,50,Stone,0.27613,14,45
0.724,9.05,25,58,50,Stone,0.27552,15,46
0.724,9.05,25,60,50,Stone,0.27473,15,48
1.04075,9.05,25,8,50,Stone,0.27473,15,48
1.04075,9.05,25,10,50,Stone,0.27473,15,48
1.04075,9.05,25,12,50,Stone,0.27473,15,48
1.04075,9.05,25,14,50,Stone,0.27473,15,48
1.04075,9.05,25,16,50,Stone,0.27473,15,48
1.04075,9.05,25,18,50,Stone,0.27473,15,48
1.04075,9.05,25,20,50,Stone,0.27473,15,48
1.04075,9.05,25,22,50,Stone,0.27473,15,48
1.04075,9.05,25,24,50,Stone,0.27473,15,48
1.04075,9.05,25,26,50,Stone,0.27473,15,48
1.04075,9.05,25,28,50,Stone,0.27473,15,48
1.04075,9.05,25,30,50,Stone,0.27473,15,48
1.04075,9.05,25,32,50,Stone,0.27473,15,48
1.04075,9.05,25,34,50,Stone,0.27473,15,48
1.04075,9.05,25,36,50,Stone,0.27473,15,48
1.04075,9.05,25,38,50,Stone,0.27473,15,48
1.04075,9.05,25,40,50,Stone,0.27473,15,48
1.04075,9.05,25,42,50,Stone,0.27473,15,48
1.04075,9.05,25,44,50,Stone,0.27473,15,48
1.04075,9.05,25,46,50,Stone,0.27473,15,48
1.04075,9.05,25,48,50,Stone,0.27473,15,48
1.04075,9.05,25,50,50,Stone,0.28051,15,50
1.04075,9.05,25,52,50,Stone,0.30138,15,52
1.04075,9.05,25,54,50,Stone,0.35303,15,54
1.04075,9.05,25,56,50,Stone,0.35596,16,42
1.04075,9.05,25,58,50,Stone,0.3568,17,44
1.04075,9.05,25,60,50,Stone,0.35552,17,45
1.3575,9.05,25,8,50,Stone,0.35552,17,45
1.3575,9.05,25,10,50,Stone,0.35552,17,45
1.3575,9.05,25,12,50,Stone,0.35552,17,45
1.3575,9.05,25,14,50,Stone,0.35552,17,45
1.3575,9.05,25,16,50,Stone,0.35552,17,45
1.3575,9.05,25,18,50,Stone,0.35552,17,45
1.3575,9.05,25,20,50,Stone,0.35552,17,45
1.3575,9.05,25,22,50,Stone,0.35552,17,45
1.3575,9.05,25,24,50,Stone,0.35552,17,45
1.3575,9.05,25,26,50,Stone,0.35552,17,45
1.3575,9.05,25,28,50,Stone,0.35552,17,45
1.3575,9.05,25,30,50,Stone,0.35552,17,45
1.3575,9.05,25,32,50,Stone,0.35552,17,45
1.3575,9.05,25,34,50,Stone,0.35552,17,45
1.3575,9.05,25,36,50,Stone,0.35552,17,45
1.3575,9.05,25,38,50,Stone,0.35552,17,45
1.3575,9.05,25,40,50,Stone,0.35552,17,45
1.3575,9.05,25,42,50,Stone,0.35552,17,45
1.3575,9.05,25,44,50,Stone,0.35552,17,45
1.3575,9.05,25,46,50,Stone,0.35601,17,46
1.3575,9.05,25,48,50,Stone,0.36459,17,48
1.3575,9.05,25,50,50,Stone,0.38849,17,50
1.3575,9.05,25,52,50,Stone,0.44005,17,52
1.3575,9.05,25,54,50,Stone,0.44256,17,39
1.3575,9.05,25,56,50,Stone,0.44104,18,40
1.3575,9.05,25,58,50,Stone,0.44324,19,42
1.3575,9.05,25,60,50,Stone,0.4399,19,43
0.728,9.1,18,8,10,Brick,0.37121,2,7
0.728,9.1,18,10,10,Brick,0.35736,3,9
0.728,9.1,18,12,10,Brick,0.34048,3,10
0.728,9.1,18,14,10,Brick,0.3313,4,12
0.728,9.1,18,16,10,Brick,0.32116,4,13
0.728,9.1,18,18,10,Brick,0.31456,5,15
0.728,9.1,18,20,10,Brick,0.30845,5,17
0.728,9.1,18,22,10,Brick,0.30349,6,18
0.728,9.1,18,24,10,Brick,0.29868,6,20
0.728,9.1,18,26,10,Brick,0.29574,7,21
0.728,9.1,18,28,10,Brick,0.2918,7,23
0.728,9.1,18,30,10,Brick,0.29006,8,24
0.728,9.1,18,32,10,Brick,0.28673,8,26
0.728,9.1,18,34,10,Brick,0.28573,9,27
0.728,9.1,18,36,10,Brick,0.28284,9,29
0.728,9.1,18,38,10,Brick,0.28233,10,30
0.728,9.1,18,40,10,Brick,0.27977,10,32
0.728,9.1,18,42,10,Brick,0.27932,11,34
0.728,9.1,18,44,10,Brick,0.2773,11,35
0.728,9.1,18,46,10,Brick,0.27676,12,37
0.728,9.1,18,48,10,Brick,0.27526,12,38
0.728,9.1,18,50,10,Brick,0.27467,13,40
0.728,9.1,18,52,10,Brick,0.27355,13,41
0.728,9.1,18,54,10,Brick,0.27293,14,43
0.728,9.1,18,56,10,Brick,0.27209,14,44
0.728,9.1,18,58,10,Brick,0.27146,15,46
0.728,9.1,18,60,10,Brick,0.27064,15,48
1.0465,9.1,18,8,10,Brick,0.27064,15,48
1.0465,9.1,18,10,10,Brick,0.27064,15,48
1.0465,9.1,18,12,10,Brick,0.27064,15,48
1.0465,9.1,18,14,10,Brick,0.27064,15,48
1.0465,9.1,18,16,10,Brick,0.27064,15,48
1.0465,9.1,18,18,10,Brick,0.27064,15,48
1.0465,9.1,18,20,10,Brick,0.27064,15,48
1.0465,9.1,18,22,10,Brick,0.27064,15,48
1.0465,9.1,18,24,10,Brick,0.27064,15,48
1.0465,9.1,18,26,10,Brick,0.27064,15,48
1.0465,9.1,18,28,10,Brick,0.27064,15,48
1.0465,9.1,18,30,10,Brick,0.27064,15,48
1.0465,9.1,18,32,10,Brick,0.27064,15,48
1.0465,9.1,18,34,10,Brick,0.27064,15,48
1.0465,9.1,18,36,10,Brick,0.27064,15,48
1.0465,9.1,18,38,10,Brick,0.27064,15,48
1.0465,9.1,18,40,10,Brick,0.27064,15,48
1.0465,9.1,18,42,10,Brick,0.27064,15,48
1.0465,9.1,18,44,10,Brick,0.27064,15,48
1.0465,9.1,18,46,10,Brick,0.27064,15,48
1.0465,9.1,18,48,10,Brick,0.27064,15,48
1.0465,9.1,18,50,10,Brick,0.27707,15,50
1.0465,9.1,18,52,10,Brick,0.29853,15,52
1.0465,9.1,18,54,10,Brick,0.35068,15,54
1.0465,9.1,18,56,10,Brick,0.35289,16,42
1.0465,9.1,18,58,10,Brick,0.35063,17,44
1.0465,9.1,18,60,10,Brick,0.35174,18,45
1.365,9.1,18,8,10,Brick,0.35174,18,45
1.365,9.1,18,10,10,Brick,0.35174,18,45
1.365,9.1,18,12,10,Brick,0.35174,18,45
1.365,9.1,18,14,10,Brick,0.35174,18,45
1.365,9.1,18,16,10,Brick,0.35174,18,45
1.365,9.1,18,18,10,Brick,0.35174,18,45
1.365,9.1,18,20,10,Brick,0.35174,18,45
1.365,9.1,18,22,10,Brick,0.35174,18,45
1.365,9.1,18,24,10,Brick,0.35174,18,45
1.365,9.1,18,26,10,Brick,0.35174,18,45
1.365,9.1,18,28,10,Brick,0.35174,18,45
1.365,9.1,18,30,10,Brick,0.35174,18,45
1.365,9.1,18,32,10,Brick,0.35174,18,45
1.365,9.1,18,34,10,Brick,0.35174,18,45
1.365,9.1,18,36,10,Brick,0.35174,18,45
1.365,9.1,18,38,10,Brick,0.35174,18,45
1.365,9.1,18,40,10,Brick,0.35174,18,45
1.365,9.1,18,42,10,Brick,0.35174,18,45
1.365,9.1,18,44,10,Brick,0.35174,18,45
1.365,9.1,18,46,10,Brick,0.35273,18,46
1.365,9.1,18,48,10,Brick,0.36258,18,48
1.365,9.1,18,50,10,Brick,0.38772,17,50
1.365,9.1,18,52,10,Brick,0.43712,17,37
1.365,9.1,18,54,10,Brick,0.43918,17,39
1.365,9.1,18,56,10,Brick,0.43578,18,40
1.365,9.1,18,58,10,Brick,0.43514,19,42
1.365,9.1,18,60,10,Brick,0.43636,19,43
0.728,9.1,25,8,50,Stone,0.37227,2,7
0.728,9.1,25,10,50,Stone,0.35904,3,9
0.728,9.1,25,12,50,Stone,0.34429,3,10
0.728,9.1,25,14,50,Stone,0.33373,4,12
0.728,9.1,25,16,50,Stone,0.32531,4,13
0.728,9.1,25,18,50,Stone,0.31757,5,15
0.728,9.1,25,20,50,Stone,0.31167,5,17
0.728,9.1,25,22,50,Stone,0.30688,6,18
0.728,9.1,25,24,50,Stone,0.3022,6,20
0.728,9.1,25,26,50,Stone,0.29941,7,21
0.728,9.1,25,28,50,Stone,0.29555,7,23
0.728,9.1,25,30,50,Stone,0.29392,8,24
0.728,9.1,25,32,50,Stone,0.29064,8,26
0.728,9.1,25,34,50,Stone,0.28974,9,27
0.728,9.1,25,36,50,Stone,0.28688,9,29
0.728,9.1,25,38,50,Stone,0.28605,10,31
0.728,9.1,25,40,50,Stone,0.28392,10,32
0.728,9.1,25,42,50,Stone,0.28299,11,34
0.728,9.1,25,44,50,Stone,0.28153,11,35
0.728,9.1,25,46,50,Stone,0.28056,12,37
0.728,9.1,25,48,50,Stone,0.27955,12,38
0.728,9.1,25,50,50,Stone,0.27857,13,40
0.728,9.1,25,52,50,Stone,0.27779,13,42
0.728,9.1,25,54,50,Stone,0.27691,14,43
0.728,9.1,25,56,50,Stone,0.27613,14,45
0.728,9.1,25,58,50,Stone,0.27552,15,46
0.728,9.1,25,60,50,Stone,0.27473,15,48
1.0465,9.1,25,8,50,Stone,0.27473,15,48
1.0465,9.1,25,10,50,Stone,0.27473,15,48
1.0465,9.1,25,12,50,Stone,0.27473,15,48
1.0465,9.1,25,14,50,Stone,0.27473,15,48
1.0465,9.1,25,16,50,Stone,0.27473,15,48
1.0465,9.1,25,18,50,Stone,0.27473,15,48
1.0465,9.1,25,20,50,Stone,0.27473,15,48
1.0465,9.1,25,22,50,Stone,0.27473,15,48
1.0465,9.1,25,24,50,Stone,0.27473,15,48
1.0465,9.1,25,26,50,Stone,0.27473,15,48
1.0465,9.1,25,28,50,Stone,0.27473,15,48
1.0465,9.1,25,30,50,Stone,0.27473,15,48
1.0465,9.1,25,32,50,Stone,0.27473,15,48
1.0465,9.1,25,34,50,Stone,0.27473,15,48
1.0465,9.1,25,36,50,Stone,0.27473,15,48
1.0465,9.1,25,38,50,Stone,0.27473,15,48
1.0465,9.1,25,40,50,Stone,0.27473,15,48
1.0465,9.1,25,42,50,Stone,0.27473,15,48
1.0465,9.1,25,44,50,Stone,0.27473,15,48
1.0465,9.1,25,46,50,Stone,0.27473,15,48
1.0465,9.1,25,48,50,Stone,0.27473,15,48
1.0465,9.1,25,50,50,Stone,0.28051,15,50
1.0465,9.1,25,52,50,Stone,0.30138,15,52
1.0465,9.1,25,54,50,Stone,0.35303,15,54
1.0465,9.1,25,56,50,Stone,0.35596,16,42
1.0465,9.1,25,58,50,Stone,0.3568,17,44
1.0465,9.1,25,60,50,Stone,0.35552,17,45
1.365,9.1,25,8,50,Stone,0.35552,17,45
1.365,9.1,25,10,50,Stone,0.35552,17,45
1.365,9.1,25,12,50,Stone,0.35552,17,45
1.365,9.1,25,14,50,Stone,0.35552,17,45
1.365,9.1,25,16,50,Stone,0.35552,17,45
1.365,9.1,25,18,50,Stone,0.35552,17,45
1.365,9.1,25,20,50,Stone,0.35552,17,45
1.365,9.1,25,22,50,Stone,0.35552,17,45
1.365,9.1,25,24,50,Stone,0.35552,17,45
1.365,9.1,25,26,50,Stone,0.35552,17,45
1.365,9.1,25,28,50,Stone,0.35552,17,45
1.365,9.1,25,30,50,Stone,0.35552,17,45
1.365,9.1,25,32,50,Stone,0.35552,17,45
1.365,9.1,25,34,50,Stone,0.35552,17,45
1.365,9.1,25,36,50,Stone,0.35552,17,45
1.365,9.1,25,38,50,Stone,0.35552,17,45
1.365,9.1,25,40,50,Stone,0.35552,17,45
1.365,9.1,25,42,50,Stone,0.35552,17,45
1.365,9.1,25,44,50,Stone,0.35552,17,45
1.365,9.1,25,46,50,Stone,0.35601,17,46
1.365,9.1,25,48,50,Stone,0.36459,17,48
1.365,9.1,25,50,50,Stone,0.38849,17,50
1.365,9.1,25,52,50,Stone,0.44005,17,52
1.365,9.1,25,54,50,Stone,0.44256,17,39
1.365,9.1,25,56,50,Stone,0.44104,18,40
1.365,9.1,25,58,50,Stone,0.44324,19,42
1.365,9.1,25,60,50,Stone,0.4399,19,43
0.732,9.15,18,8,10,Brick,0.37121,2,7
0.732,9.15,18,10,10,Brick,0.35736,3,9
0.732,9.15,18,12,10,Brick,0.34048,3,10
0.732,9.15,18,14,10,Brick,0.3313,4,12
0.732,9.15,18,16,10,Brick,0.32116,4,13
0.732,9.15,18,18,10,Brick,0.31456,5,15
0.732,9.15,18,20,10,Brick,0.30845,5,17
0.732,9.15,18,22,10,Brick,0.30349,6,18
0.732,9.15,18,24,10,Brick,0.29868,6,20
0.732,9.15,18,26,10,Brick,0.29574,7,21
0.732,9.15,18,28,10,Brick,0.2918,7,23
0.732,9.15,18,30,10,Brick,0.29006,8,24
0.732,9.15,18,32,10,Brick,0.28673,8,26
0.732,9.15,18,34,10,Brick,0.28573,9,27
0.732,9.15,18,36,10,Brick,0.28284,9,29
0.732,9.15,18,38,10,Brick,0.28233,10,30
0.732,9.15,18,40,10,Brick,0.27977,10,32
0.732,9.15,18,42,10,Brick,0.27932,11,34
0.732,9.15,18,44,10,Brick,0.2773,11,35
0.732,9.15,18,46,10,Brick,0.27676,12,37
0.732,9.15,18,48,10,Brick,0.27526,12,38
0.732,9.15,18,50,10,Brick,0.27467,13,40
0.732,9.15,18,52,10,Brick,0.27355,13,41
0.732,9.15,18,54,10,Brick,0.27293,14,43
0.732,9.15,18,56,10,Brick,0.27209,14,44
0.732,9.15,18,58,10,Brick,0.27146,15,46
0.732,9.15,18,60,10,Brick,0.27064,15,48
1.05225,9.15,18,8,10,Brick,0.27064,15,48
1.05225,9.15,18,10,10,Brick,0.27064,15,48
1.05225,9.15,18,12,10,Brick,0.27064,15,48
1.05225,9.15,18,14,10,Brick,0.27064,15,48
1.05225,9.15,18,16,10,Brick,0.27064,15,48
1.05225,9.15,18,18,10,Brick,0.27064,15,48
1.05225,9.15,18,20,10,Brick,0.27064,15,48
1.05225,9.15,18,22,10,Brick,0.27064,15,48
1.05225,9.15,18,24,10,Brick,0.27064,15,48
1.05225,9.15,18,26,10,Brick,0.27064,15,48
1.05225,9.15,18,28,10,Brick,0.27064,15,48
1.05225,9.15,18,30,10,Brick,0.27064,15,48
1.05225,9.15,18,32,10,Brick,0.27064,15,48
1.05225,9.15,18,34,10,Brick,0.27064,15,48
1.05225,9.15,18,36,10,Brick,0.27064,15,48
1.05225,9.15,18,38,10,Brick,0.27064,15,48
1.05225,9.15,18,40,10,Brick,0.27064,15,48
1.05225,9.15,18,42,10,Brick,0.27064,15,48
1.05225,9.15,18,44,10,Brick,0.27064,15,48
1.05225,9.15,18,46,10,Brick,0.27064,15,48
1.05225,9.15,18,48,10,Brick,0.27064,15,48
1.05225,9.15,18,50,10,Brick,0.27707,15,50
1.05225,9.15,18,52,10,Brick,0.29853,15,52
1.05225,9.15,18,54,10,Brick,0.35068,15,54
1.05225,9.15,18,56,10,Brick,0.35289,16,42
1.05225,9.15,18,58,10,Brick,0.35063,17,44
1.05225,9.15,18,60,10,Brick,0.35174,18,45
1.3725,9.15,18,8,10,Brick,0.35174,18,45
1.3725,9.15,18,10,10,Brick,0.35174,18,45
1.3725,9.15,18,12,10,Brick,0.35174,18,45
1.3725,9.15,18,14,10,Brick,0.35174,18,45
1.3725,9.15,18,16,10,Brick,0.35174,18,45
1.3725,9.15,18,18,10,Brick,0.35174,18,45
1.3725,9.15,18,20,10,Brick,0.35174,18,45
1.3725,9.15,18,22,10,Brick,0.35174,18,45
1.3725,9.15,18,24,10,Brick,0.35174,18,45
1.3725,9.15,18,26,10,Brick,0.35174,18,45
1.3725,9.15,18,28,10,Brick,0.35174,18,45
1.3725,9.15,18,30,10,Brick,0.35174,18,45
1.3725,9.15,18,32,10,Brick,0.35174,18,45
1.3725,9.15,18,34,10,Brick,0.35174,18,45
1.3725,9.15,18,36,10,Brick,0.35174,18,45
1.3725,9.15,18,38,10,Brick,0.35174,18,45
1.3725,9.15,18,40,10,Brick,0.35174,18,45
1.3725,9.15,18,42,10,Brick,0.35174,18,45
1.3725,9.15,18,44,10,Brick,0.35174,18,45
1.3725,9.15,18,46,10,Brick,0.35273,18,46
1.3725,9.15,18,48,10,Brick,0.36258,18,48
1.3725,9.15,18,50,10,Brick,0.38772,17,50
1.3725,9.15,18,52,10,Brick,0.43712,17,37
1.3725,9.15,18,54,10,Brick,0.43918,17,39
1.3725,9.15,18,56,10,Brick,0.43578,18,40
1.3725,9.15,18,58,10,Brick,0.43514,19,42
1.3725,9.15,18,60,10,Brick,0.43636,19,43
0.732,9.15,25,8,50,Stone,0.37227,2,7
0.732,9.15,25,10,50,Stone,0.35904,3,9
0.732,9.15,25,12,50,Stone,0.34429,3,10
0.732,9.15,25,14,50,Stone,0.33373,4,12
0.732,9.15,25,16,50,Stone,0.32531,4,13
0.732,9.15,25,18,50,Stone,0.31757,5,15
0.732,9.15,25,20,50,Stone,0.31167,5,17
0.732,9.15,25,22,50,Stone,0.30688,6,18
0.732,9.15,25,24,50,Stone,0.3022,6,20
0.732,9.15,25,26,50,Stone,0.29941,7,21
0.732,9.15,25,28,50,Stone,0.29555,7,23
0.732,9.15,25,30,50,Stone,0.29392,8,24
0.732,9.15,25,32,50,Stone,0.29064,8,26
0.732,9.15,25,34,50,Stone,0.28974,9,27
0.732,9.15,25,36,50,Stone,0.28688,9,29
0.732,9.15,25,38,50,Stone,0.28605,10,31
0.732,9.15,25,40,50,Stone,0.28392,10,32
0.732,9.15,25,42,50,Stone,0.28299,11,34
0.732,9.15,25,44,50,Stone,0.28153,11,35
0.732,9.15,25,46,50,Stone,0.28056,12,37
0.732,9.15,25,48,50,Stone,0.27955,12,38
0.732,9.15,25,50,50,Stone,0.27857,13,40
0.732,9.15,25,52,50,Stone,0.27779,13,42
0.732,9.15,25,54,50,Stone,0.27691,14,43
0.732,9.15,25,56,50,Stone,0.27613,14,45
0.732,9.15,25,58,50,Stone,0.27552,15,46
0.732,9.15,25,60,50,Stone,0.27473,15,48
1.05225,9.15,25,8,50,Stone,0.27473,15,48
1.05225,9.15,25,10,50,Stone,0.27473,15,48
1.05225,9.15,25,12,50,Stone,0.27473,15,48
1.05225,9.15,25,14,50,Stone,0.27473,15,48
1.05225,9.15,25,16,50,Stone,0.27473,15,48
1.05225,9.15,25,18,50,Stone,0.27473,15,48
1.05225,9.15,25,20,50,Stone,0.27473,15,48
1.05225,9.15,25,22,50,Stone,0.27473,15,48
1.05225,9.15,25,24,50,Stone,0.27473,15,48
1.05225,9.15,25,26,50,Stone,0.27473,15,48
1.05225,9.15,25,28,50,Stone,0.27473,15,48
1.05225,9.15,25,30,50,Stone,0.27473,15,48
1.05225,9.15,25,32,50,Stone,0.27473,15,48
1.05225,9.15,25,34,50,Stone,0.27473,15,48
1.05225,9.15,25,36,50,Stone,0.27473,15,48
1.05225,9.15,25,38,50,Stone,0.27473,15,48
1.05225,9.15,25,40,50,Stone,0.27473,15,48
1.05225,9.15,25,42,50,Stone,0.27473,15,48
1.05225,9.15,25,44,50,Stone,0.27473,15,48
1.05225,9.15,25,46,50,Stone,0.27473,15,48
1.05225,9.15,25,48,50,Stone,0.27473,15,48
1.05225,9.15,25,50,50,Stone,0.28051,15,50
1.05225,9.15,25,52,50,Stone,0.30138,15,52
1.05225,9.15,25,54,50,Stone,0.35303,15,54
1.05225,9.15,25,56,50,Stone,0.35596,16,42
1.05225,9.15,25,58,50,Stone,0.3568,17,44
1.05225,9.15,25,60,50,Stone,0.35552,17,45
1.3725,9.15,25,8,50,Stone,0.35552,17,45
1.3725,9.15,25,10,50,Stone,0.35552,17,45
1.3725,9.15,25,12,50,Stone,0.35552,17,45
1.3725,9.15,25,14,50,Stone,0.35552,17,45
1.3725,9.15,25,16,50,Stone,0.35552,17,45
1.3725,9.15,25,18,50,Stone,0.35552,17,45
1.3725,9.15,25,20,50,Stone,0.35552,17,45
1.3725,9.15,25,22,50,Stone,0.35552,17,45
1.3725,9.15,25,24,50,Stone,0.35552,17,45
1.3725,9.15,25,26,50,Stone,0.35552,17,45
1.3725,9.15,25,28,50,Stone,0.35552,17,45
1.3725,9.15,25,30,50,Stone,0.35552,17,45
1.3725,9.15,25,32,50,Stone,0.35552,17,45
1.3725,9.15,25,34,50,Stone,0.35552,17,45
1.3725,9.15,25,36,50,Stone,0.35552,17,45
1.3725,9.15,25,38,50,Stone,0.35552,17,45
1.3725,9.15,25,40,50,Stone,0.35552,17,45
1.3725,9.15,25,42,50,Stone,0.35552,17,45
1.3725,9.15,25,44,50,Stone,0.35552,17,45
1.3725,9.15,25,46,50,Stone,0.35601,17,46
1.3725,9.15,25,48,50,Stone,0.36459,17,48
1.3725,9.15,25,50,50,Stone,0.38849,17,50
1.3725,9.15,25,52,50,Stone,0.44005,17,52
1.3725,9.15,25,54,50,Stone,0.44256,17,39
1.3725,9.15,25,56,50,Stone,0.44104,18,40
1.3725,9.15,25,58,50,Stone,0.44324,19,42
1.3725,9.15,25,60,50,Stone,0.4399,19,43
0.736,9.2,18,8,10,Brick,0.37121,2,7
0.736,9.2,18,10,10,Brick,0.35736,3,9
0.736,9.2,18,12,10,Brick,0.34048,3,10
0.736,9.2,18,14,10,Brick,0.3313,4,12
0.736,9.2,18,16,10,Brick,0.32116,4,13
0.736,9.2,18,18,10,Brick,0.31456,5,15
0.736,9.2,18,20,10,Brick,0.30845,5,17
0.736,9.2,18,22,10,Brick,0.30349,6,18
0.736,9.2,18,24,10,Brick,0.29868,6,20
0.736,9.2,18,26,10,Brick,0.29574,7,21
0.736,9.2,18,28,10,Brick,0.2918,7,23
0.736,9.2,18,30,10,Brick,0.29006,8,24
0.736,9.2,18,32,10,Brick,0.28673,8,26
0.736,9.2,18,34,10,Brick,0.28573,9,27
0.736,9.2,18,36,10,Brick,0.28284,9,29
0.736,9.2,18,38,10,Brick,0.28233,10,30
0.736,9.2,18,40,10,Brick,0.27977,10,32
0.736,9.2,18,42,10,Brick,0.27932,11,34
0.736,9.2,18,44,10,Brick,0.2773,11,35
0.736,9.2,18,46,10,Brick,0.27676,12,37
0.736,9.2,18,48,10,Brick,0.27526,12,38
0.736,9.2,18,50,10,Brick,0.27467,13,40
0.736,9.2,18,52,10,Brick,0.27355,13,41
0.736,9.2,18,54,10,Brick,0.27293,14,43
0.736,9.2,18,56,10,Brick,0.27209,14,44
0.736,9.2,18,58,10,Brick,0.27146,15,46
0.736,9.2,18,60,10,Brick,0.27064,15,48
1.058,9.2,18,8,10,Brick,0.27064,15,48
1.058,9.2,18,10,10,Brick,0.27064,15,48
1.058,9.2,18,12,10,Brick,0.27064,15,48
1.058,9.2,18,14,10,Brick,0.27064,15,48
1.058,9.2,18,16,10,Brick,0.27064,15,48
1.058,9.2,18,18,10,Brick,0.27064,15,48
1.058,9.2,18,20,10,Brick,0.27064,15,48
1.058,9.2,18,22,10,Brick,0.27064,15,48
1.058,9.2,18,24,10,Brick,0.27064,15,48
1.058,9.2,18,26,10,Brick,0.27064,15,48
1.058,9.2,18,28,10,Brick,0.27064,15,48
1.058,9.2,18,30,10,Brick,0.27064,15,48
1.058,9.2,18,32,10,Brick,0.27064,15,48
1.058,9.2,18,34,10,Brick,0.27064,15,48
1.058,9.2,18,36,10,Brick,0.27064,15,48
1.058,9.2,18,38,10,Brick,0.27064,15,48
1.058,9.2,18,40,10,Brick,0.27064,15,48
1.058,9.2,18,42,10,Brick,0.27064,15,48
1.058,9.2,18,44,10,Brick,0.27064,15,48
1.058,9.2,18,46,10,Brick,0.27064,15,48
1.058,9.2,18,48,10,Brick,0.27064,15,48
1.058,9.2,18,50,10,Brick,0.27707,15,50
1.058,9.2,18,52,10,Brick,0.29853,15,52
1.058,9.2,18,54,10,Brick,0.35068,15,54
1.058,9.2,18,56,10,Brick,0.35289,16,42
1.058,9.2,18,58,10,Brick,0.35063,17,44
1.058,9.2,18,60,10,Brick,0.35174,18,45
1.38,9.2,18,8,10,Brick,0.35174,18,45
1.38,9.2,18,10,10,Brick,0.35174,18,45
1.38,9.2,18,12,10,Brick,0.35174,18,45
1.38,9.2,18,14,10,Brick,0.35174,18,45
1.38,9.2,18,16,10,Brick,0.35174,18,45
1.38,9.2,18,18,10,Brick,0.35174,18,45
1.38,9.2,18,20,10,Brick,0.35174,18,45
1.38,9.2,18,22,10,Brick,0.35174,18,45
1.38,9.2,18,24,10,Brick,0.35174,18,45
1.38,9.2,18,26,10,Brick,0.35174,18,45
1.38,9.2,18,28,10,Brick,0.35174,18,45
1.38,9.2,18,30,10,Brick,0.35174,18,45
1.38,9.2,18,32,10,Brick,0.35174,18,45
1.38,9.2,18,34,10,Brick,0.35174,18,45
1.38,9.2,18,36,10,Brick,0.35174,18,45
1.38,9.2,18,38,10,Brick,0.35174,18,45
1.38,9.2,18,40,10,Brick,0.35174,18,45
1.38,9.2,18,42,10,Brick,0.35174,18,45
1.38,9.2,18,44,10,Brick,0.35174,18,45
1.38,9.2,18,46,10,Brick,0.35273,18,46
1.38,9.2,18,48,10,Brick,0.36258,18,48
1.38,9.2,18,50,10,Brick,0.38772,17,50
1.38,9.2,18,52,10,Brick,0.43712,17,37
1.38,9.2,18,54,10,Brick,0.43918,17,39
1.38,9.2,18,56,10,Brick,0.43578,18,40
1.38,9.2,18,58,10,Brick,0.43514,19,42
1.38,9.2,18,60,10,Brick,0.43636,19,43
0.736,9.2,25,8,50,Stone,0.37227,2,7
